sentiment,text
pos,a brutally dry satire of middle american numbness .
neg,"[less a movie than] an appalling , odoriferous thing . . . so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment ."
neg,"denis o'neill's script avoids the prime sports cliche , a last-second goal to win the championship , but it neglects few others ."
neg,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand ."
pos,it's absolutely spooky how lillard channels the shagster right down to the original casey kasem-furnished voice .
pos,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .
pos,"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience ."
neg,displays the potential for a better movie than what bailly manages to delive
neg,does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?
pos,"the movie is well crafted , and well executed . if you're paying attention , the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining ."
neg,"every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol ."
neg,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at ."
pos,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness ."
neg,strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .
pos,"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents ."
pos,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness ."
pos,"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best ."
pos,gives an intriguing twist to the french coming-of-age genre .
pos,a party-hearty teen flick that scalds like acid .
pos,"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting ."
neg,the film's overall mood and focus is interesting but constantly unfulfilling .
neg,a film so tedious that it is impossible to care whether that boast is true or not .
neg,"it may be an easy swipe to take , but this barbershop just doesn't make the cut ."
pos,provides a very moving and revelatory footnote to the holocaust .
neg,"a static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes ."
pos,enticing and often funny documentary .
pos,"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women ."
pos,"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar ."
neg,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?
neg,aan opportunity wasted .
neg,"wanders all over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own ."
neg,looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter's imagination .
neg,the only fun part of the movie is playing the obvious game . you try to guess the order in which the kids in the house will be gored .
neg,"this bond film goes off the beaten path , not necessarily for the better ."
neg,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth .
pos,"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want ."
pos,falls neatly into the category of good stupid fun .
pos,"argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she's cut open a vein and bled the raw film stock ."
neg,"trite , banal , cliched , mostly inoffensive ."
neg,"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is ."
pos,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough ."
pos,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle . the only pain you'll feel as the credits roll is your stomach grumbling for some tasty grub .
neg,a work that lacks both a purpose and a strong pulse .
pos,"even if you don't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why ."
neg,by-the-numbers yarn .
neg,here's a self-congratulatory 3d imax rah-rah .
neg,was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?
pos,tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down .
neg,the film is really not so much bad as bland .
pos,"the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head ."
pos,"a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow ."
neg,exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan's platinum-blonde hair .
pos,"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling ."
neg,more a gunfest than a rock concert .
pos,"a deceivingly simple film , one that grows in power in retrospect ."
pos,astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one .
pos,"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation ."
pos,"while the story's undeniably hard to follow , iwai's gorgeous visuals seduce ."
pos,"this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy ."
pos,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .
pos,"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense ."
pos,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ."
pos,"the best part about "" gangs "" was daniel day-lewis ."
pos,"the film is moody , oozing , chilling and heart-warming all at once . . . a twisting , unpredictable , cat-and-mouse thriller ."
pos, . . . an interesting slice of history .
pos,"although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers ."
pos,"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of "" lilo "" could have been pulled from a tear-stained vintage shirley temple script ."
neg,"it's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ."
pos,a wild ride of a movie that keeps throwing fastballs .
pos,attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .
pos,a frustrating yet deeply watchable melodrama that makes you think it's a tougher picture than it is .
pos,woo's fights have a distinct flair . his warriors collide in balletic explosion that implies an underlying order throughout the chaos .
pos,a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .
neg,"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed ."
neg,"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio ."
neg,"bartleby is a one-joke movie , and a bad joke at that ."
neg,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers ."
pos,"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america . . . sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotligh"
pos,there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 .
pos,"a compelling yarn , but not quite a ripping one ."
neg,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube ."
neg,rainy days and movies about the disintegration of families always get me down .
neg,a incompetência de marcus adams como roteirista só é superada por sua péssima direção .
pos,gives everyone something to shout about .
pos,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking ."
neg,"egoyan's movie is too complicated to sustain involvement , and , if you'll excuse a little critical heresy , too intellectually ambitious ."
neg, . . . a rather bland affair .
neg,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged ."
neg,"bluto blutarsky , we miss you ."
pos,one of the most splendid entertainments to emerge from the french film industry in years .
pos,director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . .
pos,together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace .
neg,the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .
pos," the film is powerful , accessible and funny . you won't miss its messages , but you'll be entertained as well ."
pos,time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindset
pos,"'frailty "" starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme ."
pos,knows how to make our imagination wonder .
pos,it's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer's most pleasurable movies .
neg,"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work ."
neg,if you're not the target demographic . . . this movie is one long chick-flick slog .
pos,"if reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show isn't subversive so much as it is nit-picky about the hypocrisies of our time ."
neg,this version of h . g . wells' time machine was directed by h . g . wells' great-grandson . they should have found orson welles' great-grandson .
pos,wonderful fencing scenes and an exciting plot make this an eminently engrossing film .
pos,harmless fun .
pos," . . . the gentle melding of drama and comedy makes "" what time is it there ? "" something the true film buff will enjoy ."
neg,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed ."
neg,"unfortunately , contrived plotting , stereotyped characters and woo's over-the-top instincts as a director undermine the moral dilemma at the movie's heart ."
pos,it's both a necessary political work and a fascinating documentary . . .
neg,the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .
neg,the things this movie tries to get the audience to buy just won't fly with most intelligent viewers .
pos,"whereas oliver stone's conspiracy thriller jfk was long , intricate , star-studded and visually flashy , interview with the assassin draws its considerable power from simplicity ."
neg,the movie is too amateurishly square to make the most of its own ironic implications .
neg,the armenian genocide deserves a more engaged and honest treatment .
pos,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she's as morning-glory exuberant as she was in amélie ."
neg,"the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get ."
neg,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament ."
neg,"what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad ."
pos,"unfolds as one of the most politically audacious films of recent decades from any country , but especially from france ."
pos,"from the opening strains of the average white band's "" pick up the pieces "" , you can feel the love ."
pos,what doesn't this film have that an impressionable kid couldn't stand to hear ?
neg,it's surprisingly bland despite the heavy doses of weird performances and direction .
pos,"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers ."
pos,"miyazaki's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout ."
pos,rarely have i seen a film so willing to champion the fallibility of the human heart .
neg,"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight ."
pos,worse than 'silence of the lambs' better than 'hannibal
neg,veers uncomfortably close to pro-serb propaganda .
pos,"a sexy , surprising romance . . . idemoto and kim make a gorgeous pair . . . their scenes brim with sexual possibility and emotional danger ."
pos,"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant ."
pos,"its gentle , touching story creeps into your heart ."
neg,"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me ."
neg,"jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter's glory days on three's company ."
neg,"a mild , reluctant , thumbs down ."
pos,"a triumph , relentless and beautiful in its downbeat darkness ."
neg,"taken purely as an exercise in style , this oppressively gloomy techno-horror clambake is impossible to ignore . but as a movie , it's a humorless , disjointed mess ."
pos,it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .
neg,"unfortunately , neither sendak nor the directors are particularly engaging or articulate ."
pos,there is greatness here .
pos,viveka seldahl and sven wollter will touch you to the core in a film you will never forget -- that you should never forget .
neg,"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care ."
neg,"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering . . . may put off insiders and outsiders alike ."
neg,i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .
pos,what it lacks in originality it makes up for in effective if cheap moments of fright and dread .
pos,a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .
neg,an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .
pos,"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half ."
neg,"after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music ."
neg,like leafing through an album of photos accompanied by the sketchiest of captions .
neg,"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation ."
pos,"it is amusing , and that's all it needs to be ."
neg,"the whole affair , true story or not , feels incredibly hokey . . . [it] comes off like a hallmark commercial ."
pos,it provides an honest look at a community striving to anchor itself in new grounds .
neg,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .
neg,"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made ."
pos,the transporter is as lively and as fun as it is unapologetically dum
neg,"ponderous , plodding soap opera disguised as a feature film ."
pos,"the movie isn't always easy to look at . but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here ."
neg,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .
neg,"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this ."
neg,"a better title , for all concerned , might be swept under the rug ."
neg,"if you're over 25 , have an iq over 90 , and have a driver's license , you should be able to find better entertainment ."
pos,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .
pos,i have a new favorite musical -- and i'm not even a fan of the genr
pos,"an energetic , violent movie with a momentum that never lets up ."
pos,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment ."
neg,"there ought to be a directing license , so that ed burns can have his revoked ."
pos,"even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ."
pos,miller comes at film with bracing intelligence and a vision both painterly and literary .
neg,sometimes smart but more often sophomoric .
pos,"exhilarating , funny and fun ."
pos,until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .
neg,"the very definition of what critics have come to term an "" ambitious failure . """
pos,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .
pos,"when you think you've figured out bielinsky's great game , that's when you're in the most trouble : he's the con , and you're just the mark ."
neg,"were dylan thomas alive to witness first-time director ethan hawke's strained chelsea walls , he might have been tempted to change his landmark poem to , 'do not go gentle into that good theatre . "
pos,"it's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . nothing overly original , mind you , but solidly entertaining ."
neg,"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly ."
pos,beautiful to watch and holds a certain charm .
pos,"muccino , who directed from his own screenplay , is a canny crowd pleaser , and the last kiss . . . provides more than enough sentimental catharsis for a satisfying evening at the multiplex ."
pos,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . "
pos,"[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history ."
pos,"cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in ."
pos,"nair's cast is so large it's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion ."
pos,"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time ."
neg,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless ."
neg,not even the hanson brothers can save i
neg,"just another disjointed , fairly predictable psychological thriller ."
pos,"if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing ."
pos,an emotionally strong and politically potent piece of cinema .
neg,"i'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r . nebrida or the gutless direction by laurice guillen ."
pos,it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
pos,"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain ."
pos,the auteur's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .
pos,"although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs ."
neg,the actors are forced to grapple with hazy motivations that never come into focus .
neg,"the story of trouble every day . . . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie's fragmentary narrative style makes piecing the story together frustrating difficult ."
neg,"it's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ."
pos,k-19 : the widowmaker is a great yarn .
pos,"more vaudeville show than well-constructed narrative , but on those terms it's inoffensive and actually rather sweet ."
neg,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ."
pos,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .
pos,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .
pos," "" punch-drunk love "" is a little like a chocolate milk moustache . . ."
neg,"a dull , dumb and derivative horror film ."
neg,"judd's characters ought to pick up the durable best seller smart women , foolish choices for advice ."
pos,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors ."
pos,harks back to a time when movies had more to do with imagination than market research .
neg,as vulgar as it is banal .
neg,"much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché ."
pos,the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .
pos,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true ."
neg,the story . . . is moldy and obvious .
pos,"in his debut as a director , washington has a sure hand . his work with actors is particularly impressive ."
pos,i'd watch these two together again in a new york minute .
pos,"grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms lengt"
neg,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years ."
pos,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan ."
neg,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it ."
neg,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc ."
neg,"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh ."
neg,one suspects that craven endorses they simply because this movie makes his own look much better by comparison .
pos,"it helps that the central performers are experienced actors , and that they know their roles so well ."
neg,"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles ."
neg,"it will come as no surprise that the movie isn't scary . but here's the real damn : it isn't funny , either ."
neg,i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers .
pos,"a sensitive , moving , brilliantly constructed work ."
pos,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago ."
neg,"they're going through the motions , but the zip is gone ."
pos,"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor ."
neg,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading ."
neg,everything -- even life on an aircraft carrier -- is sentimentalized .
pos,real women have curves doesn't offer any easy answers .
pos,"perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness ."
neg,"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau ."
pos,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences ."
neg,"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity ."
neg,the leads we are given here are simply too bland to be interesting .
pos,"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too ."
neg,"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film ."
neg,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted ."
pos,everyone should be able to appreciate the wonderful cinematography and naturalistic acting .
pos,a live-wire film that never loses its ability to shock and amaze .
neg,"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long ."
pos,"there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why ."
neg,it bites hard .
pos,"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture ."
pos,that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy .
pos,a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship .
neg,"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an "
neg,disappointing in comparison to other recent war movies or any other john woo flick for that matter .
neg,"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial ."
pos,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .
neg,the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .
pos,the mothman prophecies is best when illustrating the demons bedevilling the modern masculine journey .
neg,"super troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early zucker brothers/abrahams films , and the decidedly foul stylings of their post-modern contemporaries , the farrelly brothers ."
pos,a gripping drama .
pos,"an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world ."
neg,"alas , the black-and-white archival footage of their act showcases pretty mediocre shtick ."
pos,just offbeat enough to keep you interested without coming close to bowling you over .
pos,jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing .
neg,"muddled , simplistic and more than a little pretentious ."
neg,"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass's dirgelike score becomes a fang-baring lullaby ."
pos,"a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy ."
pos,this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments .
pos,"one of the greatest family-oriented , fantasy-adventure movies ever ."
neg,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this ."
neg,"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing ."
neg,a bad movie that happened to good actors .
neg,it's a sometimes interesting remake that doesn't compare to the brilliant original .
pos," . . . even if you've never heard of chaplin , you'll still be glued to the screen ."
pos,"enormously likable , partly because it is aware of its own grasp of the absurd ."
neg," . . . a bland , pretentious mess ."
neg,a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .
pos,"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record ."
neg,"it virtually defines a comedy that's strongly mediocre , with funny bits surfacing every once in a while ."
neg,laggard drama wending its way to an uninspired philosophical epiphany .
neg,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .
pos,evokes the 19th century with a subtlety that is an object lesson in period filmmaking .
neg,"demme gets a lot of flavor and spice into his charade remake , but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh ."
pos,"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal ."
pos,"led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material ."
pos,"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror film"
pos,an absurdist spider web .
neg,plotless collection of moronic stunts is by far the worst movie of the year .
pos,"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya's axis of evil ."
neg,"the angst-ridden , affluent slacker characters are more grating than engaging ."
pos,"soderbergh , like kubrick before him , may not touch the planet's skin , but understands the workings of its spirit ."
pos,raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .
neg,"though the film is well-intentioned , one could rent the original and get the same love story and parable ."
neg,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings ."
pos,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority ."
pos,"a solid , psychological action film from hong kong ."
pos,moving and vibrant .
neg,ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ?
neg,"jonah is only so-so . . . the addition of a biblical message will either improve the film for you , or it will lessen it ."
neg,it's never a good sign when a film's star spends the entirety of the film in a coma . it's a worse sign when you begin to envy her condition .
neg,"bad . very bad . stultifyingly , dumbfoundingly , mind-numbingly bad ."
neg,"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour ."
neg,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one ."
pos,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty .
neg,"the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge . these are names to remember , in order to avoid them in the future ."
neg,"when not wallowing in its characters' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems ."
pos,"it doesn't make for great cinema , but it is interesting to see where one's imagination will lead when given the opportunity ."
pos,"impossible as it may sound , this film's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition ."
pos,"a finely tuned mood piece , a model of menacing atmosphere ."
pos,"an earnest , roughshod document , it serves as a workable primer for the region's recent history , and would make a terrific 10th-grade learning tool ."
neg,"a so-so , made-for-tv something posing as a real movie ."
pos,"this isn't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work ."
neg,"none of this is very original , and it isn't particularly funny ."
pos,helps to remind the first world that hiv/aids is far from being yesterday's news .
neg,"if this is the resurrection of the halloween franchise , it would have been better off dead ."
neg, . . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .
neg,"this tale has been told and retold ; the races and rackets change , but the song remains the same ."
pos,what bubbles up out of john c . walsh's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .
neg,a sha-na-na sketch punctuated with graphic violence .
pos,"bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love ."
neg,"it's a pedestrian , flat drama that screams out 'amateur' in almost every frame ."
neg,"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice ."
neg,a pathetically inane and unimaginative cross between xxx and vertical limit .
neg,a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $9 and 93 minutes of unrecoverable life .
neg,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .
neg,"this one is a few bits funnier than malle's dud , if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks ."
pos," . . . a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll ."
pos,"this is a story that zings all the way through with originality , humour and pathos ."
neg,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original ."
neg,"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning ."
pos,"while somewhat less than it might have been , the film is a good one , and you've got to hand it to director george clooney for biting off such a big job the first time out ."
neg,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom ."
