text,sentiment,n_pos_words,n_neg_words
 . . . unbearably lame .,neg,0,0
"a 'girls gone wild' video for the boho art-house crowd , the burning sensation isn't a definitive counter-cultural document -- its makers aren't removed and inquisitive enough for that .",neg,0,0
the formula is familiar but enjoyable .,pos,0,0
the bottom line is the piece works brilliantly .,pos,0,0
"finally , a genre movie that delivers -- in a couple of genres , no less .",pos,0,0
"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count .",neg,0,0
show me the mugging .,neg,0,0
like most movies about the pitfalls of bad behavior . . . circuit gets drawn into the party .,neg,0,1
"i like this movie a lot . i like that smith , he's not making fun of these people , he's not laughing at them .",pos,1,0
hit and miss as far as the comedy goes and a big ole' miss in the way of story .,neg,0,0
 . . . contains very few laughs and even less surprises .,neg,0,0
one of the smartest takes on singles culture i've seen in a long time .,pos,0,0
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",pos,0,0
'sophisticated' viewers who refuse to admit that they don't like it will likely call it 'challenging' to their fellow sophisticates .,neg,0,0
it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,neg,0,0
the trappings of i spy are so familiar you might as well be watching a rerun .,neg,0,0
a journey that is as difficult for the audience to take as it is for the protagonist -- yet it's potentially just as rewarding .,pos,0,0
"while kids will probably eat the whole thing up , most adults will be way ahead of the plot .",neg,0,0
"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie .",neg,0,0
"though the film is static , its writer-director's heart is in the right place , his plea for democracy and civic action laudable .",pos,0,0
"seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing .",pos,0,0
"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous .",neg,0,0
a bigger holiday downer than your end-of-year 401 ( k ) statement .,neg,0,0
"famuyiwa's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer .",pos,1,0
"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",pos,0,0
much of what is meant to be 'inspirational' and 'uplifting' is simply distasteful to audiences not already sharing [the movie's] mindset .,neg,0,0
trades run-of-the-mill revulsion for extreme unease .,pos,0,0
"very well made , but doesn't generate a lot of tension .",neg,0,0
"parts seem like they were lifted from terry gilliam's subconscious , pressed through kafka's meat grinder and into buñuel's casing",pos,0,0
"yo , it's the days of our lives meets electric boogaloo .",neg,0,0
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",pos,1,0
"touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society . . . might benefit from a helping hand and a friendly kick in the pants .",pos,0,0
obviou,neg,0,0
"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",pos,0,0
the holiday message of the 37-minute santa vs . the snowman leaves a lot to be desired .,neg,0,0
you wonder why enough wasn't just a music video rather than a full-length movie .,neg,0,0
"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .",pos,0,0
"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",pos,0,0
has all the complexity and realistic human behavior of an episode of general hospital .,neg,0,0
"the film's constant mood of melancholy and its unhurried narrative are masterfully controlled . but   in trying to capture the novel's deeper intimate resonances , the film has  ironically - distanced us from the characters .",pos,0,0
"it's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this "" two weddings and a funeral "" fun .",pos,1,0
adam sandler is to gary cooper what a gnat is to a racehorse .,neg,0,0
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr . chips off the old block .,neg,0,0
"too much power , not enough puff .",neg,0,0
"this 72-minute film does have some exciting scenes , but it's a tad slow .",neg,1,0
"almost as offensive as "" freddy got fingered . """,neg,0,0
"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him .",pos,0,0
"in a strange way , egoyan has done too much . he's worked too hard on this movie .",neg,0,0
"ringu is a disaster of a story , full of holes and completely lacking in chills . ignore the reputation , and ignore the film .",neg,0,0
"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",pos,1,0
a moving and solidly entertaining comedy/drama that should bolster director and co-writer juan josé campanella's reputation in the united states .,pos,0,0
mindless yet impressively lean spinoff of last summer's bloated effects fest the mummy returns .,neg,0,0
[a] rather thinly-conceived movie .,neg,0,0
"[it's] difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",neg,0,0
the kind of sense of humor that derives from a workman's grasp of pun and entendre and its attendant need to constantly draw attention to itself .,pos,0,0
you know that ten bucks you'd spend on a ticket ? just send it to cranky . we don't get paid enough to sit through crap like this .,neg,0,0
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,neg,0,0
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,neg,0,0
cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility .,neg,0,0
 . . . a polished and relatively sincere piece of escapism .,pos,0,0
"this is a dark , gritty , sometimes funny little gem .",pos,0,0
"so what is the point ? lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",neg,0,0
"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .",neg,0,0
"handled correctly , wilde's play is a masterpiece of elegant wit and artifice . here , alas , it collapses like an overcooked soufflé .",neg,0,0
the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,neg,0,0
it's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .,neg,0,0
there's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .,neg,0,0
"enough trivializes an important crisis , reduces it to an almost comic embarrassment .",neg,0,0
what really surprises about wisegirls is its low-key quality and genuine tenderness .,pos,0,0
"silly , loud and goofy .",neg,0,0
"a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people .",pos,0,0
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,pos,0,0
great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,pos,2,0
"sensual , funny and , in the end , very touching .",pos,0,0
"it is a challenging film , if not always a narratively cohesive one .",pos,0,0
"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it's a dish that's best served cold .",pos,1,0
"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah .",neg,0,0
equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .,pos,0,0
a coarse and stupid gross-out .,neg,0,1
"how can such a cold movie claim to express warmth and longing ? in truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",neg,0,0
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issue,pos,0,0
that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,pos,0,0
"it's super- violent , super-serious and super-stupid .",neg,0,0
"all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters .",neg,0,0
there's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .,neg,0,0
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,pos,0,0
"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .",pos,0,0
"unfortunately , it appears that [jackie] chan's us influence is starting to show in his hong kong films .",pos,0,0
"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch .",pos,2,0
a clever blend of fact and fiction .,pos,0,0
"a mess , but it's a sincere mess .",pos,0,0
our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  and i know this because i've seen 'jackass : the movie . ,neg,0,0
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called 'comedy' and not laugh once .,neg,0,0
"dogtown is hollow , self-indulgent , and - worst of all - boring .",neg,0,1
"armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud .",pos,0,0
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,pos,0,0
a sentimental mess that never rings true .,neg,0,0
"its premise is smart , but the execution is pretty weary .",neg,0,0
"there's an epic here , but you have to put it together yourself .",neg,0,0
an average b-movie with no aspirations to be anything more .,neg,0,0
"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",pos,0,0
"a delightful , if minor , pastry of a movie .",pos,0,0
"bright seems alternately amused and disgusted with this material , and he can't help throwing in a few of his own touches .",pos,0,0
the innocence of holiday cheer ain't what it used to be .,neg,0,0
 . . . an enjoyably frothy 'date movie' . . .,pos,0,0
"this is not a retread of "" dead poets' society . """,pos,0,0
morrissette's script and direction show a fair amount of intelligence and wit -- but it doesn't signify a whole lot either .,neg,0,0
"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",pos,0,0
"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor . the result might look like vulgar .",neg,0,1
"devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",pos,0,0
"left me with the visceral sensation of longing , lasting traces of charlotte's web of desire and desperation .",pos,0,0
"nicole holofcener's lovely and amazing , from her own screenplay , jumps to the head of the class of women's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",pos,2,0
it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queen,neg,0,1
"a violent initiation rite for the audience , as much as it is for angelique , the [opening] dance guarantees karmen's enthronement among the cinema's memorable women .",pos,0,0
the logic of it all will be greek to anyone not predisposed to the movie's rude and crude humor .,neg,0,0
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,neg,0,0
renner carries much of the film with a creepy and dead-on performance .,pos,0,1
"romantic , riveting and handsomely animated .",pos,0,0
"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it's not a motion picture ; it's an utterly static picture .",pos,0,0
"we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher .",pos,1,0
as refreshing as a drink from a woodland stream .,pos,0,0
intriguing and downright intoxicating .,pos,0,0
throws in enough clever and unexpected twists to make the formula feel fresh .,pos,0,0
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",neg,0,0
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",pos,0,0
"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",neg,1,0
merchant hasn't directed this movie so much as produced it -- like sausage .,neg,0,0
"the sequel is everything the original was not : contrived , overblown and tie-in ready .",neg,0,0
it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair .,pos,0,0
"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the pres",pos,0,0
better than the tepid star trek : insurrection ; falls short of first contact because the villain couldn't pick the lint off borg queen alice krige's cape ; and finishes half a parsec ( a nose ) ahead of generations .,pos,0,0
"it's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",pos,0,0
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",pos,0,0
"scooby-doo doesn't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , nickelodeon-esque kiddie flick .",neg,0,0
[allen] manages to breathe life into this somewhat tired premise .,pos,0,0
"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade .",pos,0,0
"fans of plympton's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",neg,0,0
"by the end of the movie , you're definitely convinced that these women are spectacular .",pos,0,0
a refreshing change from the usual whoopee-cushion effort aimed at the youth market .,pos,0,0
it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,pos,0,0
"it's predictable , but it jumps through the expected hoops with style and even some depth .",pos,0,0
"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it's a pleasure to enjoy their eccentricities .",pos,0,0
"nelson's intentions are good , but the end result does no justice to the story itself . it's horribly depressing and not very well done .",neg,1,0
"i'm sure if you're a hartley fan , you might enjoy yourself . . . me , i didn't care for it .",neg,0,0
director david fincher and writer david koepp can't sustain it .,neg,0,0
"the story's so preposterous that i didn't believe it for a second , despite the best efforts of everyone involved .",neg,1,0
the soundtrack alone is worth the price of admission .,pos,0,0
"visually breathtaking , viscerally exciting , and dramatically moving , it's the very definition of epic adventure .",pos,1,0
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .",neg,0,0
"the funny thing is , i didn't mind all this contrived nonsense a bit .",pos,0,1
plays like a volatile and overlong w magazine fashion spread .,neg,0,0
"whether [binoche and magimel] are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria .",pos,1,0
"the cast has a high time , but de broca has little enthusiasm for such antique pulp .",neg,0,0
"it's a big idea , but the film itself is small and shriveled .",neg,0,0
uneven but a lot of fun .,pos,1,0
the film's essentially over by the meet-cute .,neg,0,0
"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first .",pos,0,0
features what is surely the funniest and most accurate depiction of writer's block ever .,pos,0,0
"the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities .",pos,0,0
reveals how important our special talents can be when put in service of of others . it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,pos,0,0
"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",neg,1,0
"in the spirit of the season , i assign one bright shining star to roberto benigni's pinocchio -- but i guarantee that no wise men will be following after it .",neg,0,0
"the movie has a soft , percolating magic , a deadpan suspense .",pos,0,0
"makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place .",neg,1,0
"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",pos,0,0
"the redeeming feature of chan's films has always been the action , but the stunts in the tuxedo seem tired and , what's worse , routine .",neg,0,0
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,neg,0,0
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",pos,1,0
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",neg,0,0
"thanks to a small star with big heart , this family film sequel is plenty of fun for all .",pos,1,0
just plain silly .,neg,0,0
"it all plays out . . . like a high-end john hughes comedy , a kind of elder bueller's time out .",pos,0,0
"some body will take you places you haven't been , and also places you have .",pos,0,0
"in its best moments , resembles a bad high school production of grease , without benefit of song .",neg,1,1
fails to bring as much to the table .,neg,0,0
"hard , endearing , caring , warm . bring tissues .",pos,0,0
"rather than real figures , elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naïf's encounter with the world .",neg,0,0
"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",pos,1,0
for dance completists only .,neg,0,0
"call me a cynic , but there's something awfully deadly about any movie with a life-affirming message .",neg,0,0
it uses the pain and violence of war as background material for color .,neg,0,0
"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek .",pos,0,0
i'd give real money to see the perpetrators of chicago torn apart by dingoes .,neg,0,0
"a shambles of a movie--visually unattractive , unbearably loud and utterly silly . . . its hilarity is completely unintentional .",neg,0,0
leaks treacle from every pore .,neg,0,0
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",neg,0,0
"brilliantly written and well-acted , yellow asphalt is an uncompromising film .",pos,0,0
"perfectly enjoyable , instantly forgettable , nothing to write home about .",neg,0,0
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .",pos,0,0
"halloween : resurrection isn't exactly quality cinema , but it isn't nearly as terrible as it cold have been .",pos,0,1
"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film .",neg,0,0
"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me .",pos,0,0
"a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish wasn't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps .",pos,1,0
"the film has a nearly terminal case of the cutes , and it's neither as funny nor as charming as it thinks it is .",neg,1,0
like being trapped at a perpetual frat party . . . how can something so gross be so boring ?,neg,0,1
"the 3d images only enhance the film's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",pos,0,0
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,neg,0,0
"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it .",neg,0,0
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry .",pos,0,0
"with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .",neg,0,0
well-meaning but inert .,neg,0,0
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",pos,0,0
"the pianist [is] a supremely hopeful cautionary tale of war's madness remembered that we , today , can prevent its tragic waste of life . here is a divine monument to a single man's struggle to regain his life , his dignity and his music .",pos,0,1
about as original as a gangster sweating bullets while worrying about a contract on his life .,neg,0,0
"normally , rohmer's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .",neg,0,0
the story itself is actually quite vapid .,neg,0,0
"while there's something intrinsically funny about sir anthony hopkins saying 'get in the car , bitch , ' this jerry bruckheimer production has little else to offe",neg,0,0
"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .",neg,0,0
every note rings false .,neg,0,0
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .",pos,0,0
exists then as an occasionally insightful acting exercise .,neg,0,0
a dashing and absorbing outing with one of france's most inventive directors .,pos,0,0
"this filmed tosca -- not the first , by the way -- is a pretty good job , if it's filmed tosca that you want . i'll stay with the stage versions , however , which bite cleaner , and deeper .",pos,1,0
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma's scarface . that's a cheat .",neg,0,0
i don't think i've been as entranced and appalled by an asian film since shinya tsukamoto's iron man .,pos,0,0
the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless .,neg,0,0
the movie's thesis -- elegant technology for the masses -- is surprisingly refreshing .,pos,0,0
"a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that .",pos,0,0
there's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that's packed with just as much intelligence as action .,pos,0,0
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",pos,0,0
to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career .,neg,1,0
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",pos,0,0
"an empty , purposeless exercise .",neg,0,0
an intermittently pleasing but mostly routine effort .,neg,0,0
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",neg,0,0
"far more successful , if considerably less ambitious , than last year's kubrick-meets-spielberg exercise .",pos,0,0
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick .,neg,0,1
"too slow for a younger crowd , too shallow for an older one .",neg,0,0
what it lacks in substance it makes up for in heart .,pos,0,0
the film favors the scientific over the spectacular ( visually speaking ) .,neg,0,0
"an ugly , revolting movie .",neg,0,0
"it's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip-gloss . rather , pity anyone who sees this mishmash .",neg,0,0
a vivid cinematic portrait .,pos,0,0
" "" abandon "" will leave you wanting to abandon the theater .",neg,0,0
the journey toward redemption feels more like a cinematic experiment than a full-blown movie .,neg,0,0
"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",pos,0,0
under-rehearsed and lifeles,neg,0,0
"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .",neg,1,0
"the film contains no good jokes , no good scenes , barely a moment when carvey's saturday night live-honed mimicry rises above the level of embarrassment .",neg,2,0
"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves .",neg,1,0
"anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",neg,0,0
somehow both wildly implausible and strangely conventional .,neg,0,0
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,pos,0,0
a french film with a more down-home flavor .,pos,0,0
i'm not sure which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche .,neg,0,0
"not a movie but a live-action agitprop cartoon so shameless and coarse , it's almost funny .",neg,0,0
"more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . .",pos,0,0
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam'ron seal the deal .",pos,0,0
"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",pos,0,0
great over-the-top moviemaking if you're in a slap-happy mood .,pos,1,0
"exploits [headbanger] stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",pos,2,0
"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",neg,0,0
about the best thing you could say about narc is that it's a rock-solid little genre picture . whether you like it or not is basically a matter of taste .,pos,1,0
howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a buñuel retrospective .,neg,0,0
"a superlative b movie -- funny , sexy , and rousing .",pos,0,0
ihops don't pile on this much syrup .,neg,0,0
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .,neg,0,0
"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another .",neg,0,0
 . . . one of the most ingenious and entertaining thrillers i've seen in quite a long time .,pos,0,0
"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .",neg,0,0
there's something fishy about a seasonal holiday kids' movie . . . that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups .,neg,0,0
has a customarily jovial air but a deficit of flim-flam inventiveness .,neg,0,0
"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot .",neg,0,0
i can't say this enough : this movie is about an adult male dressed in pink jammies .,neg,0,0
"britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .",neg,0,0
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .",pos,0,0
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",pos,1,0
takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,pos,0,0
poignant japanese epic about adolescent anomie and heartbreak .,pos,0,0
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay .",neg,0,0
told just proficiently enough to trounce its overly comfortable trappings .,pos,0,0
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",neg,0,1
"to the film's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",pos,0,0
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",neg,1,0
to call this film a lump of coal would only be to flatter it .,neg,0,0
it's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .,neg,0,0
"a summer entertainment adults can see without feeling embarrassed , but it could have been more .",pos,0,0
"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is .",pos,0,0
"all that ( powerpuff girls ) charm is present in the movie , but it's spread too thin .",neg,0,0
"whaley's determination to immerse you in sheer , unrelenting wretchedness is exhausting .",neg,0,0
"the gags , and the script , are a mixed bag .",neg,0,0
the film is a verbal duel between two gifted performers .,pos,0,0
five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .,neg,0,0
"meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo's lifetime milestones with the dutiful precision of a tax accountant .",neg,0,0
it's good to see michael caine whipping out the dirty words and punching people in the stomach again .,pos,1,0
"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",pos,1,0
"a feature-length , r-rated , road-trip version of mama's family .",neg,0,0
the actors must indeed be good to recite some of this laughable dialogue with a straight face .,neg,1,0
"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",neg,0,0
"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western .",pos,2,0
upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .,neg,0,0
this is the best american movie about troubled teens since 1998's whatever .,pos,1,0
too silly to take seriously .,neg,0,0
the movie is so thoughtlessly assembled .,neg,0,0
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they're treading water at best in this forgettable effort .",neg,1,0
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",neg,0,0
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",neg,0,0
the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,neg,0,0
"this isn't a "" friday "" worth waiting for .",neg,0,0
"has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",pos,0,0
"if you really want to understand what this story is really all about , you're far better served by the source material .",neg,0,0
"a big , loud , bang-the-drum bore .",neg,0,0
"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .",pos,0,0
the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,neg,0,0
represents the depths to which the girls-behaving-badly film has fallen .,neg,0,0
amazingly dopey .,neg,0,0
"faithful without being forceful , sad without being shrill , "" a walk to remember "" succeeds through sincerity .",pos,0,0
"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthroug",neg,0,0
it's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent electra rebellion .,neg,1,0
"there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .",pos,0,0
"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",pos,0,0
"part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",neg,0,0
